TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
CSPP1,CSPP1,All Targets,RNA,Endogenous,1,1,42,8,6.697187711,1,1,79848
METTL15,METTL15,All Targets,RNA,Endogenous,1,1,70,17,13.54352683,1,1,196074
FAM193B,FAM193B,All Targets,RNA,Endogenous,1,1,99,22,18.91566582,1,1,54540
PAGE5,PAGE5,All Targets,RNA,Endogenous,1,1,29,5,4.67343373,1,1,90737
CWF19L1,CWF19L1,All Targets,RNA,Endogenous,1,1,50,10,7.700843324,1,1,55280
FERD3L,FERD3L,All Targets,RNA,Endogenous,1,1,44,9,8.015486718,1,1,222894
NIFK,NIFK,All Targets,RNA,Endogenous,1,1,90,22,18.8331405,1,1,84365
C14orf39,C14orf39,All Targets,RNA,Endogenous,1,1,26,4,4.183542273,1,1,317761
LZTS1,LZTS1,All Targets,RNA,Endogenous,1,1,26,4,3.746727364,1,1,11178
FRG2,"FRG2B,FRG2",All Targets,RNA,Endogenous,1,1,72,16,14.50924916,1,1,448831
PALM,PALM,All Targets,RNA,Endogenous,1,1,19,4,3.88428147,1,1,5064
VHL,VHL,All Targets,RNA,Endogenous,1,1,102,22,18.68061281,1,1,7428
SLCO5A1,SLCO5A1,All Targets,RNA,Endogenous,1,1,36,9,7.16191608,1,1,81796
BLOC1S6,BLOC1S6,All Targets,RNA,Endogenous,1,1,36,8,6.703577991,1,1,26258
FUT8,FUT8,All Targets,RNA,Endogenous,1,1,65,8,7.98707994,1,1,2530
CCDC63,CCDC63,All Targets,RNA,Endogenous,1,1,31,6,5.671780111,1,1,160762
JRKL,JRKL,All Targets,RNA,Endogenous,1,1,38,10,8.099341267,1,1,8690
SAMD9,SAMD9,All Targets,RNA,Endogenous,1,1,54,13,10.80675657,1,1,54809
CENPH,CENPH,All Targets,RNA,Endogenous,1,1,25,5,4.464861631,1,1,64946
FBLN7,FBLN7,All Targets,RNA,Endogenous,1,1,36,7,5.834719328,1,1,129804
SNAPC5,SNAPC5,All Targets,RNA,Endogenous,1,1,32,8,6.334311615,1,1,10302
CIITA,CIITA,All Targets,RNA,Endogenous,1,1,283,19,22.17413532,1,1,4261
GNLY,GNLY,All Targets,RNA,Endogenous,1,1,1197,32,24.88124338,1,1,10578
HCK,HCK,All Targets,RNA,Endogenous,1,1,51,13,11.07378523,1,1,3055
YPEL5,YPEL5,All Targets,RNA,Endogenous,1,2,137,31,26.89315836,1,1,51646
NRK,NRK,All Targets,RNA,Endogenous,1,1,20,4,3.950886772,1,1,203447
CBLN3,CBLN3,All Targets,RNA,Endogenous,1,1,62,11,9.295593114,1,1,643866
BLZF1,BLZF1,All Targets,RNA,Endogenous,1,1,54,16,12.10016721,1,1,8548
RELL1,RELL1,All Targets,RNA,Endogenous,1,1,63,10,8.765108999,1,1,768211
IAH1,IAH1,All Targets,RNA,Endogenous,1,1,82,15,14.17375264,1,1,285148
MAPK8,MAPK8,All Targets,RNA,Endogenous,1,1,49,12,10.69603017,1,1,5599
RNF19B,RNF19B,All Targets,RNA,Endogenous,1,1,119,21,18.25284091,1,1,127544
ZNF277,ZNF277,All Targets,RNA,Endogenous,1,1,29,7,5.580991392,1,1,11179
PNPLA7,PNPLA7,All Targets,RNA,Endogenous,1,1,29,7,6.025315032,1,1,375775
TAF1L,TAF1L,All Targets,RNA,Endogenous,1,1,22,5,4.841957187,1,1,138474
ABL1,ABL1,All Targets,RNA,Endogenous,1,1,65,17,13.98171134,1,1,25
RALB,RALB,All Targets,RNA,Endogenous,1,1,70,14,10.99014541,1,1,5899
F13A1,F13A1,All Targets,RNA,Endogenous,1,1,29,6,5.155857057,1,1,2162
TRPV1,TRPV1,All Targets,RNA,Endogenous,1,1,14,4,3.346929249,1,1,7442
NUP214,NUP214,All Targets,RNA,Endogenous,1,1,55,14,11.04521291,1,1,8021
SSPN,SSPN,All Targets,RNA,Endogenous,1,1,24,6,4.793635297,1,1,8082
LARS2,LARS2,All Targets,RNA,Endogenous,1,1,38,9,8.119857533,1,1,23395
RRP1,RRP1,All Targets,RNA,Endogenous,1,1,80,15,11.95037839,1,1,8568
AIG1,AIG1,All Targets,RNA,Endogenous,1,1,39,9,8.331650771,1,1,51390
DNAJA1,DNAJA1,All Targets,RNA,Endogenous,1,1,202,34,28.82487486,1,1,3301
KIF24,KIF24,All Targets,RNA,Endogenous,1,1,40,11,8.587837832,1,1,347240
POLA1,POLA1,All Targets,RNA,Endogenous,1,1,47,8,7.325730939,1,1,5422
STAC,STAC,All Targets,RNA,Endogenous,1,1,35,7,5.76625239,1,1,6769
B3GNTL1,B3GNTL1,All Targets,RNA,Endogenous,1,1,42,7,6.023818712,1,1,146712
TPH2,TPH2,All Targets,RNA,Endogenous,1,1,23,5,4.936433533,1,1,121278
SH2D2A,SH2D2A,All Targets,RNA,Endogenous,1,1,250,16,18.2089544,1,1,9047
WDR33,WDR33,All Targets,RNA,Endogenous,1,1,94,18,16.89236561,1,1,55339
RNF216,RNF216,All Targets,RNA,Endogenous,1,1,55,9,8.697494752,1,1,54476
DPH6,DPH6,All Targets,RNA,Endogenous,1,1,33,6,5.650395469,1,1,89978
IFNGR1,IFNGR1,All Targets,RNA,Endogenous,1,1,114,17,15.05741347,1,1,3459
GPR33,GPR33,All Targets,RNA,Endogenous,1,1,33,6,4.905307701,1,1,2856
ITGBL1,ITGBL1,All Targets,RNA,Endogenous,1,1,78,7,6.706964686,1,1,9358
AP2B1,AP2B1,All Targets,RNA,Endogenous,1,1,115,24,21.37122377,1,1,163
LSMEM2,LSMEM2,All Targets,RNA,Endogenous,1,1,28,6,4.901895151,1,1,132228
MRPL57,MRPL57,All Targets,RNA,Endogenous,1,1,90,20,18.14667013,1,1,78988
TRAF3IP3,TRAF3IP3,All Targets,RNA,Endogenous,1,3,222,27,27.15172771,1,1,80342
MYL6,MYL6,All Targets,RNA,Endogenous,1,12,878,172,144.1388216,1,1,4637
CLDN12,CLDN12,All Targets,RNA,Endogenous,1,1,38,8,7.054048833,1,1,9069
ZNF257,ZNF257,All Targets,RNA,Endogenous,1,1,39,8,7.413651037,1,1,113835
CTHRC1,CTHRC1,All Targets,RNA,Endogenous,1,1,40,7,5.811799253,1,1,115908
NOS1AP,NOS1AP,All Targets,RNA,Endogenous,1,1,29,5,5.003142607,1,1,9722
GPR150,GPR150,All Targets,RNA,Endogenous,1,1,25,7,5.969687178,1,1,285601
ZNF616,ZNF616,All Targets,RNA,Endogenous,1,3,174,41,37.55399303,1,1,90317
ENTPD1,ENTPD1,All Targets,RNA,Endogenous,1,1,147,13,14.110269,1,1,953
PTCHD3,PTCHD3,All Targets,RNA,Endogenous,1,1,34,4,4.180995476,1,1,374308
LGR4,LGR4,All Targets,RNA,Endogenous,1,1,41,8,6.893612637,1,1,55366
IL7,IL7,All Targets,RNA,Endogenous,1,1,40,10,8.159349127,1,1,3574
C5orf67,C5orf67,All Targets,RNA,Endogenous,1,1,31,7,5.84303677,1,1,101928448
MFSD2A,MFSD2A,All Targets,RNA,Endogenous,1,1,66,10,8.757190017,1,1,84879
BCAP29,"DUS4L-BCAP29,BCAP29",All Targets,RNA,Endogenous,1,1,43,8,6.022537673,1,1,55973
SEC61G,SEC61G,All Targets,RNA,Endogenous,1,3,225,45,42.64678229,1,1,23480
EPHA3,EPHA3,All Targets,RNA,Endogenous,1,1,44,7,6.445964478,1,1,2042
CCDC152,CCDC152,All Targets,RNA,Endogenous,1,1,35,8,6.548105634,1,1,100129792
OR6N1,OR6N1,All Targets,RNA,Endogenous,1,1,23,5,4.179283669,1,1,128372
TNNI2,TNNI2,All Targets,RNA,Endogenous,1,1,34,10,8.329045735,1,1,7136
MRGPRX2,MRGPRX2,All Targets,RNA,Endogenous,1,1,38,9,8.032957949,1,1,117194
SMCO3,SMCO3,All Targets,RNA,Endogenous,1,1,37,8,7.058035664,1,1,440087
PMS1,PMS1,All Targets,RNA,Endogenous,1,1,50,11,9.300254324,1,1,5378
TOMM70,TOMM70,All Targets,RNA,Endogenous,1,1,40,11,9.116232752,1,1,9868
PACS1,PACS1,All Targets,RNA,Endogenous,1,1,72,15,13.2362995,1,1,55690
LYRM2,LYRM2,All Targets,RNA,Endogenous,1,23,1824,368,311.4763461,1,1,57226
PHB2,PHB2,All Targets,RNA,Endogenous,1,1,61,16,13.53150261,1,1,11331
CEP128,CEP128,All Targets,RNA,Endogenous,1,1,53,9,7.858729217,1,1,145508
MUC3A,MUC3A,All Targets,RNA,Endogenous,1,1,295,11,12.53596877,1,1,4584
AARD,AARD,All Targets,RNA,Endogenous,1,1,25,6,4.676431141,1,1,441376
IGSF1,IGSF1,All Targets,RNA,Endogenous,1,1,22,4,3.186596108,1,1,3547
ACYP2,ACYP2,All Targets,RNA,Endogenous,1,1,127,21,19.31214532,1,1,98
ZFAND2B,ZFAND2B,All Targets,RNA,Endogenous,1,1,62,15,12.79254828,1,1,130617
MYLIP,MYLIP,All Targets,RNA,Endogenous,1,1,37,8,7.098737881,1,1,29116
H2BC9,H2BC9,All Targets,RNA,Endogenous,1,1,478,47,45.33974969,1,1,8345
PROP1,PROP1,All Targets,RNA,Endogenous,1,1,29,5,4.862016026,1,1,5626
ADIPOQ,ADIPOQ,All Targets,RNA,Endogenous,1,1,36,7,6.284466164,1,1,9370
RXYLT1,RXYLT1,All Targets,RNA,Endogenous,1,1,46,10,8.177330777,1,1,10329
TBC1D28,"TBC1D28,TBC1D26",All Targets,RNA,Endogenous,1,1,46,10,8.502326218,1,1,254272
OR5H14,OR5H14,All Targets,RNA,Endogenous,1,1,60,16,13.36307043,1,1,403273
RAB3GAP2,RAB3GAP2,All Targets,RNA,Endogenous,1,1,48,12,10.20037107,1,1,25782
C6orf226,C6orf226,All Targets,RNA,Endogenous,1,1,50,9,8.47920811,1,1,441150
RAB5IF,"TGIF2-RAB5IF,RAB5IF",All Targets,RNA,Endogenous,1,1,137,25,21.43577382,1,1,55969
HERC1,HERC1,All Targets,RNA,Endogenous,1,2,170,21,20.07518426,1,1,8925
DHX40,DHX40,All Targets,RNA,Endogenous,1,1,39,11,8.531009573,1,1,79665
MRPL9,MRPL9,All Targets,RNA,Endogenous,1,1,72,14,11.85488389,1,1,65005
SCAF4,SCAF4,All Targets,RNA,Endogenous,1,1,51,11,9.287825159,1,1,57466
TFF1,TFF1,All Targets,RNA,Endogenous,1,1,118,10,8.607043073,1,1,7031
LRRC1,LRRC1,All Targets,RNA,Endogenous,1,1,35,9,7.648041794,1,1,55227
USP17L7,USP17L7,All Targets,RNA,Endogenous,1,1,43,10,9.365001346,1,1,392197
ACIN1,ACIN1,All Targets,RNA,Endogenous,1,1,115,25,19.23349921,1,1,22985
MORC4,MORC4,All Targets,RNA,Endogenous,1,1,33,9,7.638121136,1,1,79710
OR5AL1,OR5AL1,All Targets,RNA,Endogenous,1,1,15,4,3.257165495,1,1,79482
ST8SIA2,ST8SIA2,All Targets,RNA,Endogenous,1,1,38,9,7.824143963,1,1,8128
TMEM127,TMEM127,All Targets,RNA,Endogenous,1,1,88,19,16.69507002,1,1,55654
ABHD18,ABHD18,All Targets,RNA,Endogenous,1,1,46,11,9.47616558,1,1,80167
MPV17L,MPV17L,All Targets,RNA,Endogenous,1,1,77,17,15.07787111,1,1,255027
ZNF624,ZNF624,All Targets,RNA,Endogenous,1,1,37,7,6.286564906,1,1,57547
GRWD1,GRWD1,All Targets,RNA,Endogenous,1,1,36,9,8.025800633,1,1,83743
CLN5,CLN5,All Targets,RNA,Endogenous,1,1,41,10,7.9190159,1,1,1203
EID3,EID3,All Targets,RNA,Endogenous,1,1,38,8,8.356658826,1,1,493861
HEPH,HEPH,All Targets,RNA,Endogenous,1,1,33,4,3.826305412,1,1,9843
NDUFB7,NDUFB7,All Targets,RNA,Endogenous,1,3,246,65,56.13249104,1,1,4713
ADAMTS17,ADAMTS17,All Targets,RNA,Endogenous,1,1,24,4,3.374565932,1,1,170691
MMUT,MMUT,All Targets,RNA,Endogenous,1,1,42,10,8.137465961,1,1,4594
CIB2,CIB2,All Targets,RNA,Endogenous,1,1,47,10,8.306025472,1,1,10518
CNTFR,CNTFR,All Targets,RNA,Endogenous,1,1,52,9,7.43963967,1,1,1271
TMEM131,TMEM131,All Targets,RNA,Endogenous,1,1,65,14,12.86866348,1,1,23505
NAIP,NAIP,All Targets,RNA,Endogenous,1,1,60,8,7.86531893,1,1,4671
ERICH2,ERICH2,All Targets,RNA,Endogenous,1,1,15,4,3.682885617,1,1,285141
ARHGAP39,ARHGAP39,All Targets,RNA,Endogenous,1,1,27,6,5.550102994,1,1,80728
LMNA,LMNA,All Targets,RNA,Endogenous,1,1,176,29,22.92451221,1,1,4000
REEP3,REEP3,All Targets,RNA,Endogenous,1,1,22,6,6.004261005,1,1,221035
FABP1,FABP1,All Targets,RNA,Endogenous,1,1,168,26,21.41468693,1,1,2168
OR2T3,OR2T3,All Targets,RNA,Endogenous,1,1,21,5,4.359277684,1,1,343173
FOXJ1,FOXJ1,All Targets,RNA,Endogenous,1,1,25,6,5.502975331,1,1,2302
STC1,STC1,All Targets,RNA,Endogenous,1,1,21,4,3.901412912,1,1,6781
SLC6A17,SLC6A17,All Targets,RNA,Endogenous,1,1,81,19,16.8936886,1,1,388662
MB,MB,All Targets,RNA,Endogenous,1,1,34,7,5.827350399,1,1,4151
CYGB,CYGB,All Targets,RNA,Endogenous,1,1,116,12,14.04886147,1,1,114757
RRP9,RRP9,All Targets,RNA,Endogenous,1,1,22,5,4.401458758,1,1,9136
PLXDC1,PLXDC1,All Targets,RNA,Endogenous,1,1,34,7,6.164371738,1,1,57125
FAM169B,FAM169B,All Targets,RNA,Endogenous,1,1,86,11,9.296356497,1,1,283777
RSRC1,RSRC1,All Targets,RNA,Endogenous,1,1,64,12,10.43791955,1,1,51319
ATG14,ATG14,All Targets,RNA,Endogenous,1,1,54,11,10.51180562,1,1,22863
ZNF182,ZNF182,All Targets,RNA,Endogenous,1,1,41,10,8.997889856,1,1,7569
TRPV3,TRPV3,All Targets,RNA,Endogenous,1,1,28,6,5.111534885,1,1,162514
PNLIPRP3,PNLIPRP3,All Targets,RNA,Endogenous,1,1,163,23,21.40796202,1,1,119548
CLEC4E,CLEC4E,All Targets,RNA,Endogenous,1,1,58,11,8.766584583,1,1,26253
CEBPG,CEBPG,All Targets,RNA,Endogenous,1,2,63,14,13.55581153,1,1,1054
PPP1R27,PPP1R27,All Targets,RNA,Endogenous,1,1,22,5,4.536108624,1,1,116729
GTF3C6,GTF3C6,All Targets,RNA,Endogenous,1,1,100,19,17.43360346,1,1,112495
RFX1,RFX1,All Targets,RNA,Endogenous,1,1,50,7,7.150831286,1,1,5989
RALGPS1,RALGPS1,All Targets,RNA,Endogenous,1,1,41,10,8.484619035,1,1,9649
SLC6A19,SLC6A19,All Targets,RNA,Endogenous,1,1,36,6,5.027775189,1,1,340024
CCDC85C,CCDC85C,All Targets,RNA,Endogenous,1,2,49,13,12.04003197,1,1,317762
AP1AR,AP1AR,All Targets,RNA,Endogenous,1,1,35,8,7.387703651,1,1,55435
AXL,AXL,All Targets,RNA,Endogenous,1,1,188,24,23.08542047,1,1,558
IL3,IL3,All Targets,RNA,Endogenous,1,1,34,7,6.182969541,1,1,3562
ACSF3,ACSF3,All Targets,RNA,Endogenous,1,1,57,9,8.219456218,1,1,197322
FLNB,FLNB,All Targets,RNA,Endogenous,1,1,88,11,10.50909963,1,1,2317
VWC2,VWC2,All Targets,RNA,Endogenous,1,1,27,5,4.728869323,1,1,375567
ACTC1,ACTC1,All Targets,RNA,Endogenous,1,2,305,18,21.57277667,1,1,70
MYMX,MYMX,All Targets,RNA,Endogenous,1,1,22,6,5.212285365,1,1,101929726
HOXA10,HOXA10,All Targets,RNA,Endogenous,1,1,36,7,5.784413588,1,1,3206
JAGN1,JAGN1,All Targets,RNA,Endogenous,1,1,51,13,11.27213518,1,1,84522
ZSCAN29,ZSCAN29,All Targets,RNA,Endogenous,1,1,59,11,10.12475376,1,1,146050
PRMT8,PRMT8,All Targets,RNA,Endogenous,1,162,9044,1727,1675.010303,1,1,56341
LEAP2,LEAP2,All Targets,RNA,Endogenous,1,1,28,6,5.375016311,1,1,116842
CERCAM,CERCAM,All Targets,RNA,Endogenous,1,1,31,6,5.021265375,1,1,51148
RECK,RECK,All Targets,RNA,Endogenous,1,1,47,9,7.930482333,1,1,8434
DUXB,DUXB,All Targets,RNA,Endogenous,1,1,29,7,5.78783116,1,1,100033411
PTX4,PTX4,All Targets,RNA,Endogenous,1,1,33,8,6.624130781,1,1,390667
SOD3,SOD3,All Targets,RNA,Endogenous,1,1,30,5,5.26094472,1,1,6649
CRABP1,CRABP1,All Targets,RNA,Endogenous,1,1,28,6,5.689209963,1,1,1381
CHD8,CHD8,All Targets,RNA,Endogenous,1,1,64,13,12.08180386,1,1,57680
FZD9,FZD9,All Targets,RNA,Endogenous,1,1,31,7,5.615983744,1,1,8326
ZNF583,ZNF583,All Targets,RNA,Endogenous,1,1,37,7,5.857268884,1,1,147949
EFCC1,EFCC1,All Targets,RNA,Endogenous,1,1,28,5,4.799381253,1,1,79825
TRPC7,TRPC7,All Targets,RNA,Endogenous,1,1,35,6,5.351121945,1,1,57113
NLRX1,NLRX1,All Targets,RNA,Endogenous,1,1,54,10,8.287744666,1,1,79671
ANKFY1,ANKFY1,All Targets,RNA,Endogenous,1,1,64,14,12.45885871,1,1,51479
UCN,UCN,All Targets,RNA,Endogenous,1,1,42,10,8.47738378,1,1,7349
MAP4K3,MAP4K3,All Targets,RNA,Endogenous,1,1,42,10,8.368353076,1,1,8491
PODXL,PODXL,All Targets,RNA,Endogenous,1,1,27,8,6.118317942,1,1,5420
UBN2,UBN2,All Targets,RNA,Endogenous,1,1,30,8,7.442654088,1,1,254048
FGFBP1,FGFBP1,All Targets,RNA,Endogenous,1,1,25,7,6.144601436,1,1,9982
GALNT1,GALNT1,All Targets,RNA,Endogenous,1,2,171,27,25.09250153,1,1,2589
SLC41A3,SLC41A3,All Targets,RNA,Endogenous,1,1,57,14,11.31750438,1,1,54946
KIAA1549,KIAA1549,All Targets,RNA,Endogenous,1,1,18,5,4.341283764,1,1,57670
TPRKB,TPRKB,All Targets,RNA,Endogenous,1,1,65,13,11.79110286,1,1,51002
PTPN23,PTPN23,All Targets,RNA,Endogenous,1,1,57,15,11.43905448,1,1,25930
C4orf33,C4orf33,All Targets,RNA,Endogenous,1,1,41,10,7.880752997,1,1,132321
OR2G6,OR2G6,All Targets,RNA,Endogenous,1,1,35,6,5.014832784,1,1,391211
SPATA7,SPATA7,All Targets,RNA,Endogenous,1,1,18,5,4.723555931,1,1,55812
ATP6V1E1,ATP6V1E1,All Targets,RNA,Endogenous,1,1,68,14,12.66898068,1,1,529
RUNX1,RUNX1,All Targets,RNA,Endogenous,1,3,166,32,26.49164334,1,1,861
GTF3C4,GTF3C4,All Targets,RNA,Endogenous,1,1,40,10,8.769580366,1,1,9329
NEURL1,NEURL1,All Targets,RNA,Endogenous,1,1,24,5,4.497597526,1,1,9148
NKX1-2,NKX1-2,All Targets,RNA,Endogenous,1,1,52,10,8.811641443,1,1,390010
BCL2A1,BCL2A1,All Targets,RNA,Endogenous,1,1,37,8,7.280227297,1,1,597
GJB5,GJB5,All Targets,RNA,Endogenous,1,1,25,6,5.810147423,1,1,2709
ZNF324B,ZNF324B,All Targets,RNA,Endogenous,1,1,28,8,6.06253317,1,1,388569
ABO,ABO,All Targets,RNA,Endogenous,1,1,51,9,8.409278985,1,1,28
CHCHD4,CHCHD4,All Targets,RNA,Endogenous,1,1,30,10,8.005270778,1,1,131474
GRB10,GRB10,All Targets,RNA,Endogenous,1,1,44,7,6.870787044,1,1,2887
H2BC3,H2BC3,All Targets,RNA,Endogenous,1,1,178,21,18.96099039,1,1,3018
SERPINE2,SERPINE2,All Targets,RNA,Endogenous,1,1,41,6,5.733373531,1,1,5270
KLF4,KLF4,All Targets,RNA,Endogenous,1,1,89,16,14.81378758,1,1,9314
C9orf50,C9orf50,All Targets,RNA,Endogenous,1,1,35,8,6.859311284,1,1,375759
ABCF2,"ABCF2-H2BE1,ABCF2",All Targets,RNA,Endogenous,1,1,68,13,11.17560165,1,1,10061
PPIA,PPIA,All Targets,RNA,Endogenous,1,10,813,192,173.6349641,1,1,5478
METTL14,METTL14,All Targets,RNA,Endogenous,1,1,44,11,8.324991837,1,1,57721
ZAP70,ZAP70,All Targets,RNA,Endogenous,1,2,159,11,12.97699436,1,1,7535
CES3,CES3,All Targets,RNA,Endogenous,1,1,17,4,3.704037516,1,1,23491
IL17RD,IL17RD,All Targets,RNA,Endogenous,1,1,33,7,5.990044323,1,1,54756
SLC22A9,SLC22A9,All Targets,RNA,Endogenous,1,1,28,7,6.024084301,1,1,114571
GLCCI1,GLCCI1,All Targets,RNA,Endogenous,1,1,128,16,16.22951637,1,1,113263
CNOT9,CNOT9,All Targets,RNA,Endogenous,1,1,97,20,17.67633568,1,1,9125
ZNF667,ZNF667,All Targets,RNA,Endogenous,1,1,30,6,5.333011168,1,1,63934
GSS,GSS,All Targets,RNA,Endogenous,1,1,39,9,7.493493215,1,1,2937
EPS8L1,EPS8L1,All Targets,RNA,Endogenous,1,1,163,13,14.22325587,1,1,54869
TTC9B,TTC9B,All Targets,RNA,Endogenous,1,1,43,4,3.300617334,1,1,148014
DONSON,DONSON,All Targets,RNA,Endogenous,1,1,22,4,4.123430243,1,1,29980
FAM236B,"FAM236A,FAM236B",All Targets,RNA,Endogenous,1,1,47,8,7.533058946,1,1,100132304
GPT,GPT,All Targets,RNA,Endogenous,1,1,40,9,7.430763366,1,1,2875
HAUS1,HAUS1,All Targets,RNA,Endogenous,1,1,110,22,18.77300037,1,1,115106
KRTAP24-1,KRTAP24-1,All Targets,RNA,Endogenous,1,1,43,8,6.383148237,1,1,643803
FAM20A,FAM20A,All Targets,RNA,Endogenous,1,1,21,6,4.873329375,1,1,54757
IBA57,IBA57,All Targets,RNA,Endogenous,1,1,25,7,5.127018973,1,1,200205
SMIM4,SMIM4,All Targets,RNA,Endogenous,1,1,85,17,15.65378112,1,1,440957
STRIP1,STRIP1,All Targets,RNA,Endogenous,1,1,76,20,16.81672542,1,1,85369
MYO1A,MYO1A,All Targets,RNA,Endogenous,1,1,22,4,3.503139947,1,1,4640
POLR2B,POLR2B,All Targets,RNA,Endogenous,1,1,72,16,12.21075551,1,1,5431
MRPL55,MRPL55,All Targets,RNA,Endogenous,1,1,50,12,10.33451052,1,1,128308
HUWE1,HUWE1,All Targets,RNA,Endogenous,1,1,136,20,18.2256022,1,1,10075
PFKP,PFKP,All Targets,RNA,Endogenous,1,1,141,32,24.13582096,1,1,5214
MTIF2,MTIF2,All Targets,RNA,Endogenous,1,1,49,13,9.65107689,1,1,4528
ACOT2,ACOT2,All Targets,RNA,Endogenous,1,1,49,13,11.24693931,1,1,10965
RXRG,RXRG,All Targets,RNA,Endogenous,1,1,26,5,4.789501382,1,1,6258
NOL11,NOL11,All Targets,RNA,Endogenous,1,1,65,11,8.938308838,1,1,25926
MFAP1,MFAP1,All Targets,RNA,Endogenous,1,1,40,11,8.56795308,1,1,4236
WSCD2,WSCD2,All Targets,RNA,Endogenous,1,1,20,6,5.021556892,1,1,9671
KRTAP10-3,"KRTAP10-5,KRTAP10-4,KRTAP10-3,KRTAP10-1,KRTAP10-11",All Targets,RNA,Endogenous,1,3,440,116,96.16859068,1,1,386682
MOAP1,MOAP1,All Targets,RNA,Endogenous,1,1,45,11,8.818256615,1,1,64112
ERN2,ERN2,All Targets,RNA,Endogenous,1,1,79,10,8.763302635,1,1,10595
MFSD14A,MFSD14A,All Targets,RNA,Endogenous,1,1,62,13,11.86766799,1,1,64645
CCT8L2,CCT8L2,All Targets,RNA,Endogenous,1,1,61,14,12.29675366,1,1,150160
TNFRSF25,TNFRSF25,All Targets,RNA,Endogenous,1,2,185,18,19.89179267,1,1,8718
SDK1,SDK1,All Targets,RNA,Endogenous,1,1,31,7,6.907552272,1,1,221935
TRIL,TRIL,All Targets,RNA,Endogenous,1,1,36,6,4.670611173,1,1,9865
MCM3AP,MCM3AP,All Targets,RNA,Endogenous,1,1,90,14,12.15378446,1,1,8888
TFDP2,TFDP2,All Targets,RNA,Endogenous,1,1,59,13,11.03302381,1,1,7029
PDE10A,PDE10A,All Targets,RNA,Endogenous,1,1,23,4,3.81536697,1,1,10846
SLC38A10,SLC38A10,All Targets,RNA,Endogenous,1,2,115,25,22.01791661,1,1,124565
MICAL3,MICAL3,All Targets,RNA,Endogenous,1,1,63,14,12.14112479,1,1,57553
LGI3,LGI3,All Targets,RNA,Endogenous,1,2,54,13,12.33869238,1,1,203190
SNX2,SNX2,All Targets,RNA,Endogenous,1,1,42,11,11.02525618,1,1,6643
PACRG,PACRG,All Targets,RNA,Endogenous,1,1,15,3,3.054866032,1,1,135138
CTNNA2,CTNNA2,All Targets,RNA,Endogenous,1,1,20,4,4.265193979,1,1,1496
SP8,SP8,All Targets,RNA,Endogenous,1,1,31,7,6.393758318,1,1,221833
COG5,COG5,All Targets,RNA,Endogenous,1,1,70,17,12.41286199,1,1,10466
IMPA2,IMPA2,All Targets,RNA,Endogenous,1,1,579,7,6.681403105,1,1,3613
TTC23,TTC23,All Targets,RNA,Endogenous,1,1,26,5,4.654060777,1,1,64927
CSF1R,CSF1R,All Targets,RNA,Endogenous,1,1,26,6,5.721963947,1,1,1436
GTSF1L,GTSF1L,All Targets,RNA,Endogenous,1,1,31,8,7.185005481,1,1,149699
IFNAR2,IFNAR2,All Targets,RNA,Endogenous,1,1,156,34,28.40093634,1,1,3455
WDR20,WDR20,All Targets,RNA,Endogenous,1,1,58,11,10.57287423,1,1,91833
NFATC2,NFATC2,All Targets,RNA,Endogenous,1,1,269,20,22.74332995,1,1,4773
PARD3B,PARD3B,All Targets,RNA,Endogenous,1,1,29,6,6.001893361,1,1,117583
SETDB2,"SETDB2-PHF11,SETDB2",All Targets,RNA,Endogenous,1,1,44,9,8.152070457,1,1,83852
CGN,CGN,All Targets,RNA,Endogenous,1,1,122,10,10.57368666,1,1,57530
AP2M1,AP2M1,All Targets,RNA,Endogenous,1,1,149,35,29.66212142,1,1,1173
NEBL,NEBL,All Targets,RNA,Endogenous,1,1,44,9,7.473789062,1,1,10529
OR2B6,OR2B6,All Targets,RNA,Endogenous,1,1,34,7,6.270975472,1,1,26212
SCARA5,SCARA5,All Targets,RNA,Endogenous,1,1,30,7,6.083520559,1,1,286133
DENND1A,DENND1A,All Targets,RNA,Endogenous,1,1,40,10,8.242763877,1,1,57706
KRTAP5-6,KRTAP5-6,All Targets,RNA,Endogenous,1,1,37,9,8.268756348,1,1,440023
PBK,PBK,All Targets,RNA,Endogenous,1,1,32,9,6.923172036,1,1,55872
PTGS1,PTGS1,All Targets,RNA,Endogenous,1,1,31,7,5.730062269,1,1,5742
GTF2H4,GTF2H4,All Targets,RNA,Endogenous,1,1,44,9,7.155149131,1,1,2968
FAM240A,FAM240A,All Targets,RNA,Endogenous,1,1,22,6,5.165456595,1,1,100132146
MPG,MPG,All Targets,RNA,Endogenous,1,1,58,14,10.69736804,1,1,4350
TMEM215,TMEM215,All Targets,RNA,Endogenous,1,1,32,6,5.466022624,1,1,401498
HIVEP3,HIVEP3,All Targets,RNA,Endogenous,1,1,40,9,7.769927552,1,1,59269
ATP2B3,ATP2B3,All Targets,RNA,Endogenous,1,1,30,6,5.057924458,1,1,492
RPL15,RPL15,All Targets,RNA,Endogenous,1,15,1132,193,175.4258804,1,1,6138
CRTC2,CRTC2,All Targets,RNA,Endogenous,1,1,105,20,15.75182504,1,1,200186
